System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:15:26:136, 2100534064126,  482.592,    5.000, 4700,  25.449,24037.003,6676.945,  23.155,22911.124,6364.201, 71,  0,   1.795,1017.643, 282.679, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:248, 2100956752302,  482.703,    5.000, 4700,  24.231,24039.704,6677.696,  22.127,22913.590,6364.886, 71,  0,   1.732,1017.836, 282.732, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:355, 2101365973133,  482.811,    5.000, 4700,  24.441,24042.342,6678.428,  22.186,22915.985,6365.551, 73,  0,   1.751,1018.025, 282.785, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:464, 2101779373425,  482.920,    6.000, 4700,  25.807,24045.156,6679.210,  23.478,22918.544,6366.262, 73,  0,   1.790,1018.220, 282.839, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:576, 2102201817188,  483.031,    4.000, 4700,  23.659,24047.791,6679.942,  21.296,22920.917,6366.921, 74,  0,   1.736,1018.414, 282.893, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:684, 2102610753579,  483.139,    4.000, 4700,  24.303,24050.412,6680.670,  22.008,22923.290,6367.581, 72,  0,   1.743,1018.602, 282.945, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:798, 2103045145079,  483.254,    5.000, 4700,  25.826,24053.371,6681.492,  23.600,22925.994,6368.332, 73,  0,   1.820,1018.810, 283.003, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:26:902, 2103438950247,  483.358,    4.000, 4700,  24.015,24055.865,6682.185,  21.833,22928.261,6368.961, 73,  0,   1.721,1018.989, 283.052, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:012, 2103856958284,  483.468,    7.000, 4700,  30.666,24059.245,6683.124,  28.452,22931.397,6369.833, 74,  0,   1.987,1019.208, 283.113, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:126, 2104288905773,  483.582,    8.000, 4700,  33.770,24063.092,6684.192,  31.398,22934.974,6370.826, 72,  0,   1.959,1019.431, 283.175, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:230, 2104681615884,  483.685,    5.000, 4700,  24.536,24065.633,6684.898,  22.282,22937.281,6371.467, 73,  0,   1.742,1019.611, 283.225, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:345, 2105115979379,  483.800,    4.000, 4700,  22.240,24068.180,6685.606,  20.039,22939.577,6372.105, 71,  0,   1.658,1019.801, 283.278, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:454, 2105530982567,  483.909,    4.000, 4700,  23.079,24070.706,6686.307,  20.823,22941.856,6372.738, 73,  0,   1.724,1019.990, 283.331, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:559, 2105930838757,  484.015,    5.000, 4700,  23.677,24073.203,6687.001,  21.503,22944.123,6373.368, 73,  0,   1.760,1020.175, 283.382, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:667, 2106340418193,  484.123,    4.000, 4700,  23.562,24075.748,6687.708,  21.249,22946.418,6374.005, 71,  0,   1.746,1020.364, 283.434, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:781, 2106770955813,  484.236,    5.000, 4700,  25.120,24078.600,6688.500,  22.798,22949.007,6374.724, 72,  0,   1.754,1020.563, 283.490, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:27:888, 2107175586781,  484.343,    5.000, 4700,  23.319,24081.088,6689.191,  21.159,22951.265,6375.351, 73,  0,   1.740,1020.749, 283.541, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:000, 2107602982572,  484.456,    4.000, 4700,  24.239,24083.820,6689.950,  21.933,22953.737,6376.038, 72,  0,   1.724,1020.943, 283.595, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:106, 2108003984883,  484.562,    5.000, 4700,  23.778,24086.335,6690.648,  21.650,22956.026,6376.674, 73,  0,   1.759,1021.129, 283.647, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:215, 2108416926367,  484.670,    7.000, 4700,  26.934,24089.268,6691.463,  24.559,22958.701,6377.417, 72,  0,   1.837,1021.329, 283.702, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:327, 2108843300117,  484.783,    4.000, 4700,  23.807,24091.945,6692.207,  21.586,22961.128,6378.091, 71,  0,   1.741,1021.525, 283.757, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:433, 2109244267935,  484.889,    5.000, 4700,  23.021,24094.379,6692.883,  20.704,22963.317,6378.699, 71,  0,   1.721,1021.707, 283.807, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:544, 2109663333515,  484.999,    5.000, 4700,  24.700,24097.108,6693.641,  22.668,22965.822,6379.395, 72,  0,   1.750,1021.900, 283.861, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:656, 2110090604819,  485.112,    4.000, 4700,  22.398,24099.632,6694.342,  20.057,22968.082,6380.023, 73,  0,   1.719,1022.094, 283.915, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:762, 2110492062762,  485.218,    4.000, 4700,  22.121,24101.974,6694.993,  19.873,22970.186,6380.607, 71,  0,   1.700,1022.274, 283.965, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:871, 2110903551846,  485.326,    5.000, 4700,  25.851,24104.779,6695.772,  23.431,22972.729,6381.314, 71,  0,   1.819,1022.471, 284.020, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:28:981, 2111320499133,  485.436,    4.000, 4700,  22.625,24107.267,6696.463,  20.538,22974.987,6381.941, 72,  0,   1.687,1022.657, 284.071, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:089, 2111732628495,  485.545,    4.000, 4700,  22.330,24109.694,6697.137,  19.960,22977.156,6382.543, 72,  0,   1.708,1022.842, 284.123, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:199, 2112147187546,  485.654,    7.000, 4700,  26.318,24112.571,6697.936,  24.097,22979.791,6383.275, 72,  0,   1.765,1023.035, 284.176, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:308, 2112564040437,  485.764,    6.000, 4700,  27.044,24115.544,6698.762,  25.036,22982.543,6384.040, 73,  0,   1.883,1023.242, 284.234, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:418, 2112979814615,  485.874,    5.000, 4700,  22.468,24118.007,6699.446,  20.052,22984.741,6384.650, 74,  0,   1.698,1023.428, 284.286, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:528, 2113395456361,  485.983,    5.000, 4700,  24.439,24120.686,6700.191,  22.059,22987.159,6385.322, 72,  0,   1.797,1023.625, 284.340, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:637, 2113810607869,  486.093,    5.000, 4700,  24.327,24123.349,6700.930,  22.306,22989.601,6386.000, 72,  0,   1.743,1023.816, 284.393, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:751, 2114242100987,  486.207,    4.000, 4700,  23.340,24126.005,6701.668,  20.941,22991.984,6386.662, 71,  0,   1.734,1024.014, 284.448, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:856, 2114639791903,  486.312,    6.000, 4700,  26.155,24128.748,6702.430,  23.903,22994.491,6387.359, 77,  0,   1.817,1024.204, 284.501, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:29:970, 2115070968497,  486.425,    5.000, 4700,  24.451,24131.529,6703.202,  22.097,22997.004,6388.057, 72,  0,   1.718,1024.400, 284.555, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:078, 2115482956094,  486.534,   13.000, 4700,  35.801,24135.418,6704.283,  33.532,23000.647,6389.069, 81,  0,   1.983,1024.615, 284.615, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:183, 2115879488854,  486.638,    7.000, 4700,  25.107,24138.044,6705.012,  22.895,23003.041,6389.734, 74,  0,   1.730,1024.796, 284.666, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:298, 2116315087345,  486.753,    5.000, 4700,  24.209,24140.825,6705.785,  21.937,23005.561,6390.434, 72,  0,   1.771,1024.999, 284.722, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:407, 2116727219808,  486.862,    4.000, 4700,  24.209,24143.456,6706.516,  22.100,23007.963,6391.101, 72,  0,   1.736,1025.188, 284.774, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:511, 2117124747653,  486.967,    6.000, 4700,  27.201,24146.307,6707.308,  25.008,23010.584,6391.829, 73,  0,   1.835,1025.380, 284.828, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:626, 2117558687690,  487.081,    6.000, 4700,  28.539,24149.573,6708.215,  26.032,23013.563,6392.657, 78,  0,   1.866,1025.594, 284.887, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:731, 2117956651375,  487.186,    6.000, 4700,  28.393,24152.553,6709.043,  26.132,23016.306,6393.418, 71,  0,   1.866,1025.790, 284.942, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:839, 2118368912564,  487.295,    6.000, 4700,  28.615,24155.664,6709.907,  26.467,23019.183,6394.218, 72,  0,   1.878,1025.994, 284.998, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:30:954, 2118803160980,  487.409,    5.000, 4700,  24.032,24158.416,6710.671,  21.725,23021.671,6394.909, 70,  0,   1.719,1026.191, 285.053, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:059, 2119201619458,  487.515,    5.000, 4700,  24.900,24161.033,6711.398,  22.743,23024.061,6395.573, 71,  0,   1.731,1026.373, 285.104, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:176, 2119648501379,  487.632,   10.000, 4700,  24.405,24163.909,6712.197,  22.087,23026.664,6396.296, 81,  0,   1.713,1026.575, 285.160, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:282, 2120046162054,  487.737,    5.000, 4700,  24.159,24166.442,6712.901,  21.843,23028.955,6396.932, 71,  0,   1.751,1026.758, 285.211, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:386, 2120442634106,  487.842,    6.000, 4700,  30.958,24169.679,6713.800,  28.809,23031.967,6397.769, 73,  0,   1.807,1026.947, 285.263, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:497, 2120863182715,  487.953,    6.000, 4700,  28.028,24172.787,6714.663,  25.681,23034.815,6398.560, 71,  0,   1.839,1027.151, 285.320, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:607, 2121280169787,  488.063,    4.000, 4700,  23.031,24175.320,6715.367,  20.888,23037.112,6399.198, 72,  0,   1.747,1027.343, 285.373, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:719, 2121703479015,  488.174,    5.000, 4700,  25.261,24178.140,6716.150,  22.946,23039.674,6399.909, 71,  0,   1.822,1027.547, 285.430, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:824, 2122103238523,  488.280,    5.000, 4700,  25.403,24180.818,6716.894,  23.243,23042.124,6400.590, 72,  0,   1.806,1027.737, 285.482, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:31:933, 2122515699618,  488.388,    4.000, 4700,  21.633,24183.171,6717.547,  19.312,23044.224,6401.173, 72,  0,   1.682,1027.920, 285.533, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:048, 2122950541635,  488.503,    4.000, 4700,  22.780,24185.783,6718.273,  20.576,23046.584,6401.829, 72,  0,   1.701,1028.115, 285.587, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:154, 2123355584717,  488.610,    4.000, 4700,  22.075,24188.141,6718.928,  19.755,23048.694,6402.415, 71,  0,   1.704,1028.297, 285.638, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:261, 2123760887888,  488.717,    5.000, 4700,  23.671,24190.671,6719.631,  21.585,23051.001,6403.056, 71,  0,   1.693,1028.478, 285.688, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:377, 2124197785150,  488.832,    5.000, 4700,  24.770,24193.525,6720.424,  22.436,23053.586,6403.774, 72,  0,   1.759,1028.680, 285.745, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:481, 2124592233030,  488.936,    6.000, 4700,  28.753,24196.516,6721.254,  26.513,23056.344,6404.540, 71,  0,   1.834,1028.871, 285.798, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:594, 2125023912299,  489.050,    5.000, 4700,  26.847,24199.572,6722.103,  24.565,23059.141,6405.317, 71,  0,   1.842,1029.081, 285.856, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:703, 2125435359757,  489.158,    8.000, 4700,  31.155,24202.953,6723.042,  28.775,23062.263,6406.184, 80,  0,   2.093,1029.308, 285.919, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:809, 2125836542764,  489.264,    6.000, 4700,  28.333,24205.950,6723.875,  26.276,23065.043,6406.956, 76,  0,   1.850,1029.504, 285.973, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:32:917, 2126249225005,  489.373,    5.000, 4700,  27.171,24208.907,6724.696,  24.845,23067.747,6407.707, 72,  0,   1.806,1029.700, 286.028, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:027, 2126664063677,  489.482,    4.000, 4700,  22.965,24211.419,6725.394,  20.638,23070.004,6408.335, 72,  0,   1.712,1029.888, 286.080, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:136, 2127078713447,  489.592,    4.000, 4700,  23.025,24213.937,6726.094,  20.811,23072.280,6408.967, 70,  0,   1.683,1030.072, 286.131, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:250, 2127510867192,  489.706,    5.000, 4700,  24.978,24216.784,6726.884,  22.640,23074.860,6409.683, 71,  0,   1.752,1030.271, 286.186, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:355, 2127909916393,  489.811,    4.000, 4700,  21.283,24219.023,6727.507,  19.277,23076.889,6410.247, 73,  0,   1.659,1030.446, 286.235, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:465, 2128326430013,  489.921,    9.000, 4700,  35.066,24222.875,6728.576,  32.715,23080.482,6411.245, 85,  0,   1.928,1030.658, 286.294, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:580, 2128760857197,  490.035,    7.000, 4700,  32.764,24226.629,6729.619,  30.446,23083.970,6412.214, 72,  0,   1.835,1030.868, 286.352, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:684, 2129154431818,  490.139,    6.000, 4700,  27.765,24229.510,6730.420,  25.378,23086.604,6412.946, 72,  0,   1.805,1031.055, 286.404, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:792, 2129565817049,  490.248,   18.000, 4700,  47.949,24234.712,6731.865,  45.952,23091.589,6414.330, 79,  0,   2.193,1031.293, 286.470, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:33:908, 2130004613703,  490.363,   22.000, 4700,  49.307,24240.418,6733.449,  46.702,23096.993,6415.832, 81,  0,   2.175,1031.545, 286.540, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:012, 2130397860417,  490.467,   11.000, 4700,  41.579,24244.730,6734.647,  39.669,23101.107,6416.974, 84,  0,   1.825,1031.734, 286.593, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:121, 2130810376464,  490.576,   15.000, 4700,  49.776,24250.145,6736.151,  47.390,23106.263,6418.406, 88,  0,   1.867,1031.937, 286.649, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:231, 2131227582700,  490.686,   11.000, 4700,  44.497,24255.040,6737.511,  42.319,23110.919,6419.700, 88,  0,   1.688,1032.123, 286.701, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:339, 2131640019409,  490.795,   10.000, 4700,  41.715,24259.578,6738.772,  39.383,23115.202,6420.889, 89,  0,   1.606,1032.298, 286.749, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:450, 2132061289303,  490.906,   14.000, 4700,  46.802,24264.777,6740.216,  44.384,23120.133,6422.259, 82,  0,   1.992,1032.519, 286.811, 250.000, 250.000, 311.000,   0.000,   0.000
22:15:34:560, 2132475668535,  491.015,   13.000, 4700,  44.402,24269.629,6741.564,  42.270,23124.752,6423.542, 82,  0,   2.211,1032.760, 286.878, 250.000, 250.000, 311.000,   0.000,   0.000
