System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
22:10:10:704, 904415557102,  167.160,    8.000, 4700,  29.920,7501.990,2083.886,  27.609,7117.049,1976.958, 63,  0,   2.010, 334.953,  93.042, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:10:810, 904816690821,  167.266,   16.000, 4700,  48.003,7507.068,2085.297,  45.572,7121.870,1978.297, 75,  0,   2.325, 335.199,  93.111, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:10:918, 905225160778,  167.373,   15.000, 4700,  48.468,7512.289,2086.747,  46.508,7126.880,1979.689, 77,  0,   2.218, 335.438,  93.177, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:040, 905687251521,  167.495,   13.000, 4700,  46.892,7518.003,2088.334,  44.592,7132.314,1981.198, 73,  0,   2.183, 335.704,  93.251, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:147, 906094206668,  167.603,    8.000, 4700,  32.474,7521.488,2089.302,  29.732,7135.504,1982.085, 68,  0,   2.015, 335.920,  93.311, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:256, 906505716299,  167.711,    9.000, 4700,  32.811,7525.049,2090.291,  30.508,7138.815,1983.004, 66,  0,   2.006, 336.138,  93.372, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:363, 906911069065,  167.818,    8.000, 4700,  30.625,7528.322,2091.201,  28.480,7141.860,1983.850, 65,  0,   1.979, 336.349,  93.430, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:471, 907322828785,  167.927,    7.000, 4700,  28.473,7531.414,2092.060,  26.020,7144.685,1984.635, 63,  0,   1.916, 336.557,  93.488, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:579, 907731236803,  168.034,   13.000, 4700,  42.876,7536.032,2093.342,  40.772,7149.076,1985.855, 70,  0,   2.149, 336.789,  93.552, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:686, 908137934449,  168.141,   16.000, 4700,  46.645,7541.035,2094.732,  44.563,7153.856,1987.182, 66,  0,   2.229, 337.028,  93.619, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:795, 908550407311,  168.250,   18.000, 4700,  48.437,7546.304,2096.195,  45.851,7158.843,1988.568, 67,  0,   2.345, 337.283,  93.690, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:11:902, 908955716637,  168.357,    7.000, 4700,  27.656,7549.260,2097.017,  25.185,7161.535,1989.315, 66,  0,   1.899, 337.486,  93.746, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:032, 909450997067,  168.488,    9.000, 4700,  30.592,7553.255,2098.126,  28.302,7165.232,1990.342, 73,  0,   1.976, 337.744,  93.818, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:132, 909827344493,  168.587,    8.000, 4700,  30.554,7556.288,2098.969,  28.335,7168.044,1991.123, 66,  0,   2.024, 337.945,  93.874, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:237, 910228072322,  168.693,   11.000, 4700,  37.130,7560.211,2100.059,  34.669,7171.708,1992.141, 68,  0,   2.173, 338.174,  93.937, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:344, 910633079686,  168.799,    9.000, 4700,  34.811,7563.930,2101.092,  32.451,7175.174,1993.104, 70,  0,   2.049, 338.393,  93.998, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:452, 911043692647,  168.908,   10.000, 4700,  36.563,7567.889,2102.191,  34.329,7178.891,1994.136, 65,  0,   2.167, 338.628,  94.063, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:561, 911456592365,  169.017,    9.000, 4700,  35.568,7571.762,2103.267,  33.219,7182.508,1995.141, 64,  0,   2.112, 338.858,  94.127, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:668, 911862193005,  169.124,    9.000, 4700,  33.305,7575.324,2104.257,  30.968,7185.820,1996.061, 66,  0,   2.112, 339.084,  94.190, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:778, 912277080909,  169.233,   11.000, 4700,  38.711,7579.559,2105.433,  36.443,7189.808,1997.169, 66,  0,   2.197, 339.324,  94.257, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:12:901, 912745882910,  169.357,   11.000, 4700,  39.757,7584.474,2106.798,  37.399,7194.431,1998.453, 66,  0,   2.238, 339.601,  94.334, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:008, 913151553187,  169.464,   10.000, 4700,  36.679,7588.398,2107.888,  34.295,7198.100,1999.472, 65,  0,   2.229, 339.839,  94.400, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:118, 913566431741,  169.573,    9.000, 4700,  33.184,7592.029,2108.897,  30.903,7201.481,2000.411, 65,  0,   2.018, 340.060,  94.461, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:225, 913974104368,  169.681,   19.000, 4700,  49.276,7597.327,2110.369,  46.829,7206.516,2001.810, 64,  0,   2.327, 340.310,  94.531, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:332, 914379849334,  169.788,    9.000, 4700,  32.819,7600.838,2111.344,  30.455,7209.775,2002.715, 65,  0,   2.045, 340.529,  94.591, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:440, 914789457450,  169.896,   12.000, 4700,  38.792,7605.029,2112.508,  36.443,7213.711,2003.809, 70,  0,   2.283, 340.776,  94.660, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:549, 915200663474,  170.004,   16.000, 4700,  51.201,7610.581,2114.050,  49.041,7219.029,2005.286, 81,  0,   2.083, 341.001,  94.723, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:656, 915609360109,  170.112,   14.000, 4700,  47.347,7615.684,2115.468,  45.034,7223.883,2006.634, 81,  0,   1.860, 341.202,  94.778, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:763, 916013731230,  170.218,   13.000, 4700,  44.997,7620.482,2116.801,  43.011,7228.469,2007.908, 80,  0,   1.749, 341.388,  94.830, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:885, 916475194861,  170.340,   14.000, 4700,  48.374,7626.369,2118.436,  45.984,7234.065,2009.463, 81,  0,   1.825, 341.610,  94.892, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:13:991, 916879978968,  170.447,   16.000, 4700,  52.332,7631.955,2119.988,  50.045,7239.408,2010.947, 79,  0,   1.953, 341.819,  94.950, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:099, 917288384479,  170.555,   18.000, 4700,  54.728,7637.850,2121.625,  52.301,7245.040,2012.511, 81,  0,   2.090, 342.044,  95.012, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:206, 917694828341,  170.662,   15.000, 4700,  45.234,7642.698,2122.972,  42.823,7249.630,2013.786, 67,  0,   2.462, 342.308,  95.086, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:315, 918105733953,  170.770,   10.000, 4700,  38.375,7646.856,2124.127,  36.152,7253.548,2014.874, 67,  0,   2.175, 342.544,  95.151, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:423, 918516078609,  170.878,    9.000, 4700,  34.993,7650.643,2125.179,  32.583,7257.074,2015.854, 65,  0,   2.048, 342.765,  95.213, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:531, 918925071846,  170.986,    8.000, 4700,  35.799,7654.504,2126.251,  33.674,7260.706,2016.863, 65,  0,   2.038, 342.985,  95.274, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:639, 919336026671,  171.095,   12.000, 4700,  40.399,7658.883,2127.467,  37.787,7264.801,2018.000, 67,  0,   2.247, 343.228,  95.341, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:747, 919744014341,  171.202,   10.000, 4700,  36.792,7662.841,2128.567,  34.563,7268.520,2019.033, 68,  0,   2.126, 343.457,  95.405, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:869, 920206842446,  171.324,   11.000, 4700,  37.875,7667.464,2129.851,  35.708,7272.878,2020.244, 66,  0,   2.161, 343.721,  95.478, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:14:978, 920620060014,  171.433,    7.000, 4700,  32.223,7670.975,2130.826,  29.779,7276.123,2021.145, 65,  0,   2.094, 343.949,  95.541, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:085, 921027595475,  171.541,   10.000, 4700,  34.223,7674.653,2131.848,  31.817,7279.542,2022.095, 65,  0,   2.082, 344.173,  95.604, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:193, 921435799591,  171.648,    8.000, 4700,  29.822,7677.864,2132.740,  27.828,7282.538,2022.927, 71,  0,   2.002, 344.388,  95.663, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:299, 921838750811,  171.755,   22.000, 4700,  59.501,7684.186,2134.496,  56.735,7288.567,2024.602, 74,  0,   2.528, 344.657,  95.738, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:407, 922247220650,  171.862,   22.000, 4700,  60.562,7690.710,2136.308,  58.484,7294.867,2026.352, 76,  0,   2.584, 344.935,  95.815, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:514, 922651760317,  171.969,   21.000, 4700,  59.864,7697.096,2138.082,  57.102,7300.959,2028.044, 74,  0,   2.563, 345.209,  95.891, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:635, 923113854054,  172.091,   21.000, 4700,  59.111,7704.300,2140.083,  56.682,7307.866,2029.963, 72,  0,   2.597, 345.525,  95.979, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:743, 923522916453,  172.199,   15.000, 4700,  49.132,7709.600,2141.555,  46.517,7312.884,2031.357, 66,  0,   2.452, 345.790,  96.053, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:854, 923940977643,  172.309,    3.000, 4700,  22.230,7712.051,2142.236,  20.147,7315.105,2031.974, 64,  0,   1.344, 345.938,  96.094, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:15:960, 924346147771,  172.416,    5.000, 4700,  25.449,7714.770,2142.992,  23.215,7317.586,2032.663, 65,  0,   1.831, 346.134,  96.148, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:068, 924754838495,  172.524,    6.000, 4700,  26.506,7717.626,2143.785,  24.151,7320.189,2033.386, 63,  0,   1.782, 346.326,  96.202, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:175, 925161389901,  172.631,    5.000, 4700,  25.519,7720.362,2144.545,  23.401,7322.697,2034.083, 64,  0,   1.842, 346.523,  96.256, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:283, 925571170164,  172.739,    4.000, 4700,  19.747,7722.496,2145.138,  17.468,7324.585,2034.607, 63,  0,   1.666, 346.703,  96.306, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:392, 925983280593,  172.848,    3.000, 4700,  18.265,7724.481,2145.689,  15.977,7326.321,2035.089, 62,  0,   1.551, 346.872,  96.353, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:501, 926394798310,  172.956,    2.000, 4800,  15.028,7726.112,2146.142,  12.949,7327.727,2035.480, 63,  0,   1.530, 347.038,  96.399, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:609, 926804644565,  173.064,    4.000, 4700,  24.383,7728.747,2146.874,  22.270,7330.134,2036.148, 62,  0,   1.372, 347.186,  96.441, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:718, 927218558991,  173.173,    2.000, 4700,  15.609,7730.451,2147.348,  13.233,7331.578,2036.549, 61,  0,   1.565, 347.357,  96.488, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:827, 927632723561,  173.283,    3.000, 4800,  16.592,7732.263,2147.851,  14.313,7333.141,2036.984, 62,  0,   1.626, 347.535,  96.537, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:16:936, 928046783520,  173.392,    2.000, 4800,  14.130,7733.806,2148.280,  11.985,7334.450,2037.347, 61,  0,   1.470, 347.695,  96.582, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:045, 928460991791,  173.501,    5.000, 4700,  17.295,7735.695,2148.804,  15.089,7336.098,2037.805, 62,  0,   1.584, 347.868,  96.630, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:155, 928877130672,  173.611,    2.000, 4800,  14.264,7737.261,2149.239,  12.035,7337.419,2038.172, 61,  0,   1.483, 348.031,  96.675, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:264, 929290868775,  173.720,    2.000, 4800,  15.717,7738.976,2149.715,  13.558,7338.898,2038.583, 62,  0,   1.564, 348.201,  96.723, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:373, 929703280785,  173.829,    7.000, 4700,  20.178,7741.170,2150.325,  17.863,7340.841,2039.123, 61,  0,   1.567, 348.372,  96.770, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:495, 930164960511,  173.950,    2.000, 4800,  13.794,7742.850,2150.792,  11.728,7342.269,2039.519, 61,  0,   1.481, 348.552,  96.820, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:603, 930576210583,  174.059,    2.000, 4800,  13.603,7744.325,2151.201,  11.333,7343.498,2039.861, 61,  0,   1.487, 348.714,  96.865, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:712, 930987818711,  174.167,    4.000, 4700,  18.777,7746.363,2151.768,  16.647,7345.305,2040.362, 61,  0,   1.717, 348.900,  96.917, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:812, 931370516897,  174.268,   16.000, 4700,  26.727,7749.060,2152.517,  25.069,7347.835,2041.065, 71,  0,   1.738, 349.075,  96.965, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:17:927, 931803323233,  174.382,   19.000, 4700,  42.518,7753.913,2153.865,  39.605,7352.355,2042.321, 62,  0,   1.779, 349.278,  97.022, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:044, 932250732641,  174.500,    8.000, 4700,  22.852,7756.609,2154.614,  20.773,7354.806,2043.002, 70,  0,   1.690, 349.478,  97.077, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:144, 932626184581,  174.599,    3.000, 4700,  17.800,7758.372,2155.103,  15.541,7356.345,2043.429, 61,  0,   1.587, 349.635,  97.121, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:252, 933034672340,  174.707,    3.000, 4700,  18.740,7760.391,2155.664,  16.486,7358.121,2043.922, 61,  0,   1.658, 349.813,  97.170, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:360, 933446440250,  174.816,    4.000, 4700,  20.135,7762.577,2156.271,  17.822,7360.056,2044.460, 61,  0,   1.698, 349.998,  97.222, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:468, 933854604996,  174.923,    2.000, 4700,  15.172,7764.210,2156.725,  12.986,7361.454,2044.848, 61,  0,   1.540, 350.164,  97.268, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:574, 934257852015,  175.030,    2.000, 4800,  13.867,7765.685,2157.135,  11.662,7362.694,2045.193, 61,  0,   1.496, 350.323,  97.312, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:697, 934725658237,  175.153,    3.000, 4800,  16.023,7767.662,2157.684,  13.826,7364.400,2045.667, 60,  0,   1.583, 350.518,  97.366, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:806, 935138366457,  175.262,    2.000, 4700,  14.722,7769.264,2158.129,  12.465,7365.756,2046.043, 61,  0,   1.565, 350.688,  97.413, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:18:915, 935550337674,  175.370,    7.000, 4700,  21.868,7771.640,2158.789,  19.588,7367.884,2046.635, 60,  0,   1.634, 350.866,  97.463, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:024, 935964591669,  175.480,    2.000, 4800,  14.074,7773.177,2159.216,  12.008,7369.196,2046.999, 60,  0,   1.529, 351.033,  97.509, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:132, 936374086745,  175.588,    5.000, 4700,  22.349,7775.591,2159.886,  20.087,7371.365,2047.601, 61,  0,   1.701, 351.217,  97.560, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:242, 936791656767,  175.698,    5.000, 4700,  26.430,7778.501,2160.695,  24.149,7374.025,2048.340, 61,  0,   1.844, 351.420,  97.617, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:350, 937199959974,  175.806,    7.000, 4700,  25.892,7781.289,2161.469,  23.574,7376.563,2049.045, 62,  0,   1.848, 351.619,  97.672, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:457, 937606312226,  175.913,    5.000, 4700,  22.999,7783.754,2162.154,  20.842,7378.796,2049.666, 61,  0,   1.775, 351.809,  97.725, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:566, 938018261260,  176.021,    4.000, 4700,  19.662,7785.890,2162.747,  17.499,7380.697,2050.194, 61,  0,   1.726, 351.996,  97.777, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:673, 938424483146,  176.128,    3.000, 4700,  17.833,7787.800,2163.278,  15.691,7382.378,2050.661, 62,  0,   1.657, 352.174,  97.826, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:782, 938839726345,  176.238,    3.000, 4700,  19.366,7789.921,2163.867,  17.038,7384.244,2051.179, 61,  0,   1.652, 352.355,  97.876, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:890, 939245590474,  176.345,    3.000, 4700,  18.717,7791.924,2164.423,  16.407,7386.000,2051.667, 61,  0,   1.659, 352.532,  97.926, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:19:996, 939650389850,  176.452,    3.000, 4700,  18.098,7793.856,2164.960,  15.892,7387.697,2052.138, 61,  0,   1.632, 352.707,  97.974, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:120, 940119346256,  176.575,    4.000, 4700,  19.074,7796.215,2165.615,  16.869,7389.783,2052.717, 60,  0,   1.609, 352.906,  98.029, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:228, 940528545630,  176.683,    3.000, 4700,  16.353,7797.980,2166.105,  14.273,7391.323,2053.145, 61,  0,   1.542, 353.072,  98.076, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:337, 940942225237,  176.792,    2.000, 4800,  16.071,7799.733,2166.592,  13.772,7392.826,2053.563, 60,  0,   1.509, 353.237,  98.121, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:446, 941356290301,  176.902,    3.000, 4700,  17.503,7801.644,2167.123,  15.197,7394.485,2054.024, 61,  0,   1.562, 353.407,  98.169, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:555, 941769682476,  177.011,    2.000, 4800,  15.562,7803.340,2167.595,  13.394,7395.945,2054.429, 60,  0,   1.532, 353.574,  98.215, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:663, 942179589493,  177.119,    4.000, 4700,  24.236,7805.960,2168.322,  22.021,7398.326,2055.090, 61,  0,   1.523, 353.739,  98.261, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:771, 942587436126,  177.226,    4.000, 4700,  21.453,7808.268,2168.963,  19.377,7400.410,2055.669, 60,  0,   1.654, 353.917,  98.310, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:879, 942996888431,  177.334,   16.000, 4700,  38.833,7812.461,2170.128,  36.590,7404.361,2056.767, 69,  0,   1.924, 354.125,  98.368, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:20:987, 943407884808,  177.443,    9.000, 4700,  31.541,7815.879,2171.078,  29.076,7407.512,2057.642, 61,  0,   2.178, 354.361,  98.434, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:094, 943815181157,  177.550,    3.000, 4700,  18.728,7817.891,2171.636,  16.605,7409.296,2058.138, 60,  0,   1.525, 354.524,  98.479, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:204, 944230843125,  177.660,    2.000, 4800,  14.267,7819.455,2172.071,  11.982,7410.609,2058.502, 60,  0,   1.401, 354.678,  98.522, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:313, 944642296599,  177.768,    2.000, 4800,  17.372,7821.340,2172.594,  15.227,7412.261,2058.961, 61,  0,   1.460, 354.836,  98.566, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:420, 945049706672,  177.876,    3.000, 4700,  18.744,7823.353,2173.154,  16.491,7414.033,2059.454, 60,  0,   1.514, 354.999,  98.611, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:529, 945462281659,  177.984,    2.000, 4800,  17.642,7825.273,2173.687,  15.683,7415.739,2059.928, 61,  0,   1.472, 355.159,  98.655, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:637, 945873759817,  178.093,    3.000, 4700,  17.932,7827.219,2174.227,  15.495,7417.421,2060.395, 60,  0,   1.483, 355.320,  98.700, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:759, 946336143849,  178.215,    4.000, 4700,  20.100,7829.670,2174.908,  17.995,7419.615,2061.004, 64,  0,   1.553, 355.510,  98.753, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:861, 946722736067,  178.317,   14.000, 4700,  43.284,7834.082,2176.134,  41.036,7423.798,2062.166, 68,  0,   1.818, 355.695,  98.804, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:21:976, 947159278397,  178.432,   10.000, 4700,  38.509,7838.516,2177.365,  36.282,7427.975,2063.326, 66,  0,   1.670, 355.887,  98.858, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:086, 947574114389,  178.541,    6.000, 4700,  34.199,7842.257,2178.405,  32.027,7431.479,2064.300, 62,  0,   1.754, 356.079,  98.911, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:195, 947986321846,  178.650,   17.000, 4700,  48.132,7847.489,2179.858,  45.997,7436.479,2065.689, 70,  0,   1.907, 356.286,  98.968, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:302, 948394647391,  178.758,   12.000, 4700,  39.053,7851.694,2181.026,  36.701,7440.431,2066.786, 66,  0,   1.730, 356.473,  99.020, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:411, 948807395771,  178.867,    6.000, 4700,  24.991,7854.415,2181.782,  22.707,7442.903,2067.473, 63,  0,   1.613, 356.648,  99.069, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:519, 949216595155,  178.974,    6.000, 4700,  26.128,7857.234,2182.565,  24.167,7445.510,2068.197, 69,  0,   1.733, 356.835,  99.121, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:629, 949634366398,  179.085,    7.000, 4700,  32.611,7860.827,2183.563,  30.145,7448.832,2069.120, 65,  0,   1.755, 357.029,  99.175, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:737, 950044297747,  179.193,   11.000, 4700,  38.631,7865.003,2184.723,  36.480,7452.775,2070.215, 72,  0,   1.906, 357.235,  99.232, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:846, 950456705549,  179.301,   10.000, 4700,  42.530,7869.629,2186.008,  40.118,7457.138,2071.427, 69,  0,   2.070, 357.460,  99.294, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:22:950, 950849516049,  179.405,   15.000, 4700,  47.561,7874.555,2187.376,  45.549,7461.857,2072.738, 66,  0,   2.193, 357.687,  99.357, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:062, 951277139720,  179.518,    7.000, 4700,  27.389,7877.644,2188.234,  24.895,7464.664,2073.518, 64,  0,   1.776, 357.887,  99.413, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:171, 951689723639,  179.627,    5.000, 4700,  25.806,7880.452,2189.014,  23.642,7467.237,2074.232, 63,  0,   1.612, 358.063,  99.462, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:280, 952103582189,  179.736,    7.000, 4700,  32.979,7884.051,2190.014,  30.756,7470.593,2075.165, 65,  0,   1.821, 358.261,  99.517, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:388, 952510775201,  179.843,    7.000, 4700,  29.297,7887.197,2190.888,  27.099,7473.503,2075.973, 63,  0,   1.799, 358.455,  99.571, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:510, 952973813929,  179.965,    6.000, 4700,  28.437,7890.670,2191.853,  26.349,7476.721,2076.867, 64,  0,   1.849, 358.680,  99.633, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:609, 953351734120,  180.065,    7.000, 4700,  32.309,7893.890,2192.747,  29.917,7479.702,2077.695, 65,  0,   1.871, 358.867,  99.685, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:725, 953791259145,  180.181,    5.000, 4700,  23.303,7896.591,2193.497,  20.996,7482.136,2078.371, 68,  0,   1.676, 359.061,  99.739, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:834, 954202636021,  180.289,    4.000, 4700,  19.516,7898.708,2194.086,  17.367,7484.020,2078.894, 63,  0,   1.578, 359.232,  99.787, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:23:942, 954613142383,  180.398,    4.000, 4700,  20.613,7900.939,2194.705,  18.278,7485.999,2079.444, 61,  0,   1.666, 359.413,  99.837, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:060, 955060970459,  180.516,   14.000, 4700,  27.757,7904.217,2195.616,  25.615,7489.024,2080.284, 73,  0,   1.801, 359.625,  99.896, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:161, 955443492207,  180.617,    4.000, 4700,  24.343,7906.673,2196.298,  22.018,7491.245,2080.901, 61,  0,   1.708, 359.797,  99.944, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:267, 955846724370,  180.723,    2.000, 4700,  16.664,7908.445,2196.790,  14.590,7492.796,2081.332, 61,  0,   1.489, 359.956,  99.988, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:375, 956255137101,  180.831,    3.000, 4800,  19.983,7910.597,2197.388,  17.725,7494.705,2081.863, 61,  0,   1.591, 360.127, 100.035, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:484, 956667327903,  180.939,    4.000, 4700,  21.271,7912.909,2198.030,  19.057,7496.777,2082.438, 61,  0,   1.862, 360.330, 100.092, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:593, 957080738067,  181.048,    8.000, 4700,  29.389,7916.113,2198.920,  27.181,7499.740,2083.261, 72,  0,   1.861, 360.533, 100.148, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:703, 957496750263,  181.158,    9.000, 4700,  32.490,7919.678,2199.910,  30.262,7503.060,2084.183, 73,  0,   1.720, 360.721, 100.200, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:811, 957907703575,  181.266,   10.000, 4700,  34.231,7923.388,2200.941,  32.016,7506.530,2085.147, 74,  0,   1.874, 360.924, 100.257, 250.000, 250.000, 311.000,   0.000,   0.000
22:10:24:921, 958323920937,  181.376,   10.000, 4700,  36.156,7927.356,2202.043,  33.839,7510.244,2086.179, 73,  0,   1.847, 361.127, 100.313, 250.000, 250.000, 311.000,   0.000,   0.000
