"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"22:05:36:540","466292772137","  17.533","  79.779"," 3428"," 3200"," 3500"," 3900","  36.432"," 425.697"," 118.249","  31.699"," 342.780","  95.217","100","0"," 93","100","   2.249","  31.460","   8.739","  45.000","    0","    0"
"22:05:36:560","466350906099","  17.553","  72.356"," 3380"," 3200"," 3500"," 3900","  34.682"," 426.391"," 118.442","  29.261"," 343.366","  95.379","100","0"," 93","100","   2.320","  31.506","   8.752","  45.000","    0","    0"
"22:05:36:581","466411182556","  17.574","  49.305"," 3390"," 3200"," 3500"," 3900","  31.799"," 427.051"," 118.625","  26.015"," 343.906","  95.529","100","0"," 91","100","   1.920","  31.546","   8.763","  45.000","    0","    0"
"22:05:36:602","466472514058","  17.595","  80.683"," 3367"," 3100"," 3500"," 3900","  34.685"," 427.784"," 118.829","  29.770"," 344.534","  95.704"," 99","0"," 92","100","   3.000","  31.610","   8.780","  45.000","    0","    0"
"22:05:36:622","466530752497","  17.615","  75.858"," 3392"," 3200"," 3500"," 3900","  36.254"," 428.511"," 119.031","  30.925"," 345.154","  95.876","100","0"," 94","100","   2.681","  31.663","   8.795","  45.000","    0","    0"
"22:05:36:642","466589101779","  17.635","  68.836"," 3405"," 3200"," 3500"," 3900","  35.128"," 429.217"," 119.227","  30.055"," 345.758","  96.044","100","0"," 93","100","   2.606","  31.716","   8.810","  45.000","    0","    0"
"22:05:36:662","466647231498","  17.655","  90.662"," 3314"," 3100"," 3500"," 3900","  36.010"," 429.938"," 119.427","  30.519"," 346.369","  96.214","100","0"," 94","100","   3.196","  31.780","   8.828","  45.000","    0","    0"
"22:05:36:682","466705370818","  17.675","  64.337"," 3268"," 3100"," 3300"," 3900","  33.316"," 430.605"," 119.612","  27.935"," 346.928","  96.369","100","0"," 93","100","   2.296","  31.826","   8.840","  45.000","    0","    0"
"22:05:36:702","466763646192","  17.695","  86.949"," 3295"," 3100"," 3400"," 3900","  34.713"," 431.301"," 119.806","  29.789"," 347.526","  96.535"," 99","0"," 94","100","   2.643","  31.879","   8.855","  45.000","    0","    0"
"22:05:36:722","466821861118","  17.715","  58.951"," 3357"," 3200"," 3600"," 3900","  31.653"," 431.936"," 119.982","  26.574"," 348.059","  96.683"," 99","0"," 92","100","   2.104","  31.921","   8.867","  45.000","    0","    0"
"22:05:36:742","466880083825","  17.735","  58.851"," 3497"," 3400"," 3600"," 3900","  35.715"," 432.652"," 120.181","  28.869"," 348.638","  96.844","100","0"," 92","100","   2.417","  31.969","   8.880","  45.000","    0","    0"
"22:05:36:762","466938269289","  17.755","  67.410"," 3471"," 3300"," 3500"," 3900","  34.483"," 433.343"," 120.373","  29.308"," 349.225","  97.007","100","0"," 92","100","   2.525","  32.020","   8.894","  45.000","    0","    0"
"22:05:36:782","466996564622","  17.775","  39.010"," 3487"," 3300"," 3600"," 3900","  30.572"," 433.956"," 120.543","  25.455"," 349.736","  97.149","100","0"," 92","100","   1.858","  32.057","   8.905","  45.000","    0","    0"
"22:05:36:802","467054741545","  17.795","  75.257"," 3421"," 3100"," 3500"," 3900","  35.442"," 434.666"," 120.741","  30.616"," 350.349","  97.319","100","0"," 91","100","   2.538","  32.108","   8.919","  45.000","    0","    0"
"22:05:36:822","467113090510","  17.815","  67.136"," 3315"," 3200"," 3500"," 3900","  34.247"," 435.355"," 120.932","  29.499"," 350.942","  97.484","100","0"," 93","100","   2.497","  32.158","   8.933","  45.000","    0","    0"
"22:05:36:842","467171604963","  17.836","  77.727"," 3392"," 3200"," 3500"," 3900","  34.874"," 436.057"," 121.127","  30.209"," 351.551","  97.653","100","0"," 94","100","   2.853","  32.216","   8.949","  45.000","    0","    0"
"22:05:36:862","467229835384","  17.856","  84.061"," 3321"," 3100"," 3500"," 3900","  34.743"," 436.754"," 121.321","  30.046"," 352.153","  97.820"," 99","0"," 94","100","   2.916","  32.274","   8.965","  45.000","    0","    0"
"22:05:36:883","467288128711","  17.876","  74.973"," 3258"," 3000"," 3400"," 3900","  33.182"," 437.420"," 121.506","  27.745"," 352.710","  97.975"," 99","0"," 93","100","   2.290","  32.320","   8.978","  45.000","    0","    0"
"22:05:36:903","467346324830","  17.896","  81.341"," 3023"," 2500"," 3100"," 3889","  28.255"," 437.986"," 121.663","  23.086"," 353.173","  98.104"," 97","0"," 92"," 99","   2.924","  32.379","   8.994","  45.000","    0","    0"
"22:05:36:923","467404627446","  17.916","  65.149"," 3046"," 2900"," 3200"," 3900","  27.750"," 438.543"," 121.818","  22.786"," 353.630","  98.231"," 98","0"," 92"," 98","   1.976","  32.419","   9.005","  45.000","    0","    0"
"22:05:36:943","467462979642","  17.936","  69.107"," 3110"," 3000"," 3200"," 3900","  28.261"," 439.111"," 121.975","  23.003"," 354.092","  98.359"," 97","0"," 91"," 99","   2.463","  32.468","   9.019","  45.000","    0","    0"
"22:05:36:963","467521928706","  17.956","  67.220"," 3051"," 2900"," 3100"," 3900","  29.063"," 439.701"," 122.139","  22.782"," 354.555","  98.487"," 96","0"," 91"," 97","   2.604","  32.521","   9.034","  45.000","    0","    0"
"22:05:36:983","467580193528","  17.976","  39.274"," 3254"," 3000"," 3300"," 3900","  25.067"," 440.204"," 122.279","  20.090"," 354.958","  98.599"," 96","0"," 90"," 97","   1.424","  32.549","   9.042","  45.000","    0","    0"
"22:05:37:003","467638772124","  17.996","  71.297"," 3370"," 3000"," 3600"," 3897","  33.635"," 440.883"," 122.467","  28.409"," 355.531","  98.759"," 98","0"," 91"," 98","   2.632","  32.603","   9.056","  45.000","    0","    0"
"22:05:37:024","467700223660","  18.018","  31.403"," 3492"," 2300"," 3600"," 3900","  24.635"," 441.404"," 122.612","  19.853"," 355.951","  98.875"," 94","0"," 88"," 98","   1.480","  32.634","   9.065","  45.000","    0","    0"
"22:05:37:044","467758397217","  18.038","  54.377"," 3491"," 3300"," 3500"," 3900","  34.003"," 442.085"," 122.801","  28.814"," 356.528","  99.036"," 98","0"," 88"," 98","   2.639","  32.687","   9.080","  45.000","    0","    0"
"22:05:37:066","467821230446","  18.059","  24.703"," 3476"," 2600"," 3500"," 3880","  22.694"," 442.576"," 122.938","  16.934"," 356.895","  99.137"," 94","0"," 88"," 98","   1.444","  32.718","   9.088","  45.000","    0","    0"
"22:05:37:086","467880061021","  18.079","  35.690"," 3486"," 2700"," 3500"," 3900","  28.104"," 443.145"," 123.096","  22.937"," 357.359","  99.267"," 96","0"," 86"," 97","   2.242","  32.763","   9.101","  45.000","    0","    0"
"22:05:37:106","467938277406","  18.100","  22.782"," 3458"," 2600"," 3500"," 3850","  19.059"," 443.527"," 123.202","  14.514"," 357.650","  99.347"," 92","0"," 86"," 96","   1.340","  32.790","   9.108","  45.000","    0","    0"
"22:05:37:126","467996444968","  18.120","  48.626"," 3486"," 2800"," 3500"," 3894","  33.251"," 444.193"," 123.387","  28.000"," 358.211","  99.503"," 97","0"," 86"," 97","   2.685","  32.844","   9.123","  45.000","    0","    0"
"22:05:37:146","468054583286","  18.140","  37.094"," 3490"," 2900"," 3500"," 3900","  27.115"," 444.736"," 123.538","  21.506"," 358.642","  99.623"," 95","0"," 89"," 97","   2.061","  32.885","   9.135","  45.000","    0","    0"
"22:05:37:167","468115093452","  18.160","  25.754"," 3460"," 2200"," 3500"," 3876","  21.910"," 445.193"," 123.665","  16.778"," 358.991","  99.720"," 94","0"," 85"," 95","   1.400","  32.914","   9.143","  45.000","    0","    0"
"22:05:37:187","468173253584","  18.180","  23.138"," 3408"," 1900"," 3500"," 3835","  20.379"," 445.601"," 123.778","  15.731"," 359.306","  99.807"," 91","0"," 85"," 94","   1.201","  32.938","   9.150","  45.000","    0","    0"
"22:05:37:208","468231941109","  18.201","  24.097"," 3472"," 2800"," 3500"," 3873","  22.467"," 446.055"," 123.904","  17.061"," 359.651","  99.903"," 93","0"," 85"," 95","   1.613","  32.971","   9.159","  45.000","    0","    0"
"22:05:37:228","468290171234","  18.221","  26.126"," 3468"," 2000"," 3500"," 3900","  21.103"," 446.478"," 124.022","  16.443"," 359.981","  99.995"," 92","0"," 84"," 94","   1.333","  32.998","   9.166","  45.000","    0","    0"
"22:05:37:248","468348327143","  18.241","  19.654"," 3471"," 2600"," 3500"," 3878","  20.094"," 446.881"," 124.134","  14.693"," 360.275"," 100.076"," 92","0"," 83"," 94","   1.381","  33.025","   9.174","  45.000","    0","    0"
"22:05:37:268","468406503114","  18.261","  16.702"," 3470"," 2600"," 3600"," 3761","  14.990"," 447.181"," 124.217","  10.892"," 360.493"," 100.137"," 89","0"," 83"," 92","   1.322","  33.052","   9.181","  45.000","    0","    0"
"22:05:37:289","468467394793","  18.282","  18.853"," 2356"," 1200"," 3500"," 2354","  10.182"," 447.394"," 124.276","   5.408"," 360.607"," 100.169"," 87","0"," 82"," 88","   1.371","  33.081","   9.189","  45.000","    0","    0"
"22:05:37:309","468525630887","  18.302","  18.367"," 2333"," 1400"," 2900"," 2330","   8.379"," 447.562"," 124.323","   4.425"," 360.696"," 100.193"," 85","0"," 81"," 87","   1.166","  33.104","   9.196","  45.000","    0","    0"
"22:05:37:329","468584076487","  18.322","  28.102"," 2551"," 2100"," 2700"," 2729","  11.136"," 447.787"," 124.385","   6.872"," 360.834"," 100.232"," 86","0"," 80"," 86","   1.538","  33.135","   9.204","  45.000","    0","    0"
"22:05:37:349","468642294705","  18.342","  21.765"," 2667"," 2100"," 2700"," 3273","  12.032"," 448.028"," 124.452","   7.167"," 360.978"," 100.272"," 87","0"," 81"," 87","   1.425","  33.164","   9.212","  45.000","    0","    0"
"22:05:37:369","468700933417","  18.362","  38.016"," 2562"," 1800"," 2700"," 3139","  15.376"," 448.338"," 124.538","  10.386"," 361.187"," 100.330"," 86","0"," 80"," 87","   1.653","  33.197","   9.221","  45.000","    0","    0"
"22:05:37:389","468759082782","  18.382","  43.831"," 2736"," 1800"," 3000"," 3244","  17.932"," 448.697"," 124.638","  13.403"," 361.456"," 100.404"," 86","0"," 82"," 88","   1.646","  33.230","   9.231","  45.000","    0","    0"
"22:05:37:409","468817556361","  18.402","  24.989"," 3008"," 1800"," 3500"," 3611","  14.532"," 448.990"," 124.719","  10.182"," 361.661"," 100.461"," 84","0"," 81"," 87","   1.473","  33.260","   9.239","  45.000","    0","    0"
"22:05:37:429","468875752930","  18.422","  22.977"," 2770"," 2200"," 3200"," 2770","  12.737"," 449.245"," 124.790","   8.333"," 361.828"," 100.508"," 84","0"," 80"," 85","   1.505","  33.290","   9.247","  45.000","    0","    0"
"22:05:37:449","468934029087","  18.442","  29.544"," 2583"," 2000"," 2900"," 2749","  13.614"," 449.518"," 124.866","   9.091"," 362.010"," 100.558"," 86","0"," 80"," 86","   1.822","  33.326","   9.257","  45.000","    0","    0"
"22:05:37:469","468992139136","  18.462","  26.558"," 2701"," 2000"," 2800"," 3540","  14.067"," 449.800"," 124.944","   9.651"," 362.203"," 100.612"," 84","0"," 80"," 86","   1.449","  33.355","   9.265","  45.000","    0","    0"
"22:05:37:491","469053775025","  18.484","  37.267"," 2929"," 2200"," 3000"," 3327","  17.881"," 450.179"," 125.050","  13.225"," 362.484"," 100.690"," 86","0"," 81"," 87","   1.421","  33.385","   9.274","  45.000","    0","    0"
"22:05:37:511","469113553300","  18.504","  21.714"," 3088"," 2200"," 3300"," 3715","  15.104"," 450.490"," 125.136","  10.763"," 362.705"," 100.752"," 87","0"," 80"," 87","   1.153","  33.409","   9.280","  45.000","    0","    0"
"22:05:37:531","469171701288","  18.524","  29.332"," 3185"," 2400"," 3300"," 3850","  20.523"," 450.901"," 125.250","  16.073"," 363.027"," 100.841"," 89","0"," 81"," 88","   1.759","  33.444","   9.290","  45.000","    0","    0"
"22:05:37:552","469231338909","  18.545","  22.590"," 3164"," 2500"," 3300"," 3876","  16.632"," 451.243"," 125.345","  12.426"," 363.282"," 100.912"," 86","0"," 81"," 89","   1.213","  33.469","   9.297","  45.000","    0","    0"
"22:05:37:572","469289484689","  18.565","  27.584"," 3278"," 2500"," 3500"," 3853","  19.905"," 451.641"," 125.456","  15.473"," 363.592"," 100.998"," 86","0"," 80"," 89","   1.646","  33.502","   9.306","  45.000","    0","    0"
"22:05:37:592","469347653218","  18.585","  41.939"," 3232"," 2000"," 3400"," 3392","  19.901"," 452.040"," 125.567","  16.336"," 363.919"," 101.089"," 89","0"," 80"," 89","   1.591","  33.534","   9.315","  45.000","    0","    0"
"22:05:37:612","469406073975","  18.605","  55.885"," 3320"," 1200"," 3700"," 3564","  29.739"," 452.638"," 125.733","  23.902"," 364.400"," 101.222"," 90","0"," 84"," 92","   2.418","  33.583","   9.329","  45.000","    0","    0"
"22:05:37:632","469464369137","  18.625","  22.303"," 3496"," 2100"," 3600"," 3868","  20.532"," 453.050"," 125.847","  16.327"," 364.728"," 101.313"," 90","0"," 81"," 90","   1.186","  33.607","   9.335","  45.000","    0","    0"
"22:05:37:652","469522982493","  18.645","  84.464"," 3224"," 1200"," 3600"," 3631","  35.795"," 453.773"," 126.048","  28.949"," 365.312"," 101.476"," 94","0"," 83"," 95","   2.622","  33.659","   9.350","  45.000","    0","    0"
"22:05:37:673","469582869735","  18.666","  20.790"," 3499"," 2100"," 3700"," 3844","  19.264"," 454.170"," 126.158","  14.692"," 365.615"," 101.560"," 90","0"," 82"," 94","   1.199","  33.684","   9.357","  45.000","    0","    0"
"22:05:37:693","469641237586","  18.686","  52.603"," 3085"," 1200"," 3600"," 3488","  26.094"," 454.695"," 126.304","  22.065"," 366.059"," 101.683"," 91","0"," 83"," 93","   2.120","  33.727","   9.369","  45.000","    0","    0"
"22:05:37:713","469699709083","  18.706","  51.750"," 3299"," 1200"," 3700"," 3700","  27.770"," 455.254"," 126.459","  21.835"," 366.498"," 101.805"," 91","0"," 84"," 94","   1.949","  33.766","   9.379","  45.000","    0","    0"
"22:05:37:733","469757923702","  18.726","  26.445"," 3489"," 2600"," 3600"," 3900","  24.163"," 455.738"," 126.594","  19.309"," 366.886"," 101.913"," 91","0"," 83"," 93","   1.474","  33.796","   9.388","  45.000","    0","    0"
"22:05:37:753","469816785793","  18.746","  83.766"," 3403"," 1200"," 3600"," 3837","  36.689"," 456.482"," 126.801","  30.666"," 367.507"," 102.085"," 95","0"," 84"," 96","   2.761","  33.852","   9.403","  45.000","    0","    0"
"22:05:37:773","469874929183","  18.766","  44.215"," 3498"," 2500"," 3600"," 3900","  31.652"," 457.116"," 126.977","  26.515"," 368.038"," 102.233"," 95","0"," 88"," 96","   2.780","  33.907","   9.419","  45.000","    0","    0"
"22:05:37:793","469933076455","  18.786","  52.795"," 3437"," 1500"," 3500"," 3824","  28.690"," 457.690"," 127.136","  23.990"," 368.518"," 102.366"," 95","0"," 86"," 95","   1.975","  33.947","   9.430","  45.000","    0","    0"
"22:05:37:813","469991329285","  18.807","  59.173"," 3504"," 3400"," 3700"," 3900","  32.320"," 458.338"," 127.316","  27.193"," 369.064"," 102.518"," 94","0"," 90"," 98","   2.422","  33.995","   9.443","  45.000","    0","    0"
"22:05:37:835","470053898885","  18.828","  34.954"," 3504"," 3000"," 3600"," 3900","  26.090"," 458.900"," 127.472","  21.617"," 369.530"," 102.647"," 93","0"," 86"," 95","   1.669","  34.031","   9.453","  45.000","    0","    0"
"22:05:37:855","470112196595","  18.848","  81.946"," 3493"," 3400"," 3700"," 3900","  37.776"," 459.659"," 127.683","  32.565"," 370.183"," 102.829"," 97","0"," 90"," 98","   3.265","  34.097","   9.471","  45.000","    0","    0"
"22:05:37:875","470170719019","  18.868","  36.831"," 3511"," 2700"," 3600"," 3900","  29.009"," 460.243"," 127.845","  22.776"," 370.642"," 102.956"," 95","0"," 89"," 97","   1.787","  34.133","   9.481","  45.000","    0","    0"
"22:05:37:895","470229151934","  18.888","  70.323"," 3479"," 2300"," 3500"," 3900","  35.429"," 460.956"," 128.043","  30.618"," 371.258"," 103.127"," 99","0"," 88"," 99","   2.499","  34.183","   9.495","  45.000","    0","    0"
"22:05:37:915","470287317937","  18.908","  41.488"," 3346"," 1800"," 3600"," 3743","  26.194"," 461.481"," 128.189","  20.849"," 371.676"," 103.243"," 94","0"," 88"," 99","   1.487","  34.213","   9.504","  45.000","    0","    0"
"22:05:37:935","470345452508","  18.928","  31.129"," 3477"," 2500"," 3600"," 3893","  26.379"," 462.009"," 128.336","  21.446"," 372.105"," 103.363"," 93","0"," 87"," 95","   1.747","  34.248","   9.513","  45.000","    0","    0"
"22:05:37:955","470403668020","  18.948","  62.210"," 3313"," 1200"," 3600"," 3736","  31.868"," 462.648"," 128.513","  26.741"," 372.641"," 103.512"," 95","0"," 91"," 97","   1.802","  34.284","   9.523","  45.000","    0","    0"
"22:05:37:976","470462156411","  18.969","  23.633"," 3462"," 2400"," 3500"," 3867","  22.334"," 463.098"," 128.638","  17.377"," 372.991"," 103.609"," 92","0"," 86"," 96","   1.200","  34.308","   9.530","  45.000","    0","    0"
"22:05:37:996","470520352891","  18.989","  52.694"," 3422"," 1300"," 3600"," 3827","  31.410"," 463.727"," 128.813","  26.503"," 373.523"," 103.756"," 97","0"," 86"," 97","   2.071","  34.350","   9.542","  45.000","    0","    0"
"22:05:38:016","470578814981","  19.009","  50.308"," 3449"," 1800"," 3700"," 3836","  32.258"," 464.377"," 128.993","  27.241"," 374.071"," 103.909"," 97","0"," 90"," 98","   2.053","  34.391","   9.553","  45.000","    0","    0"
"22:05:38:036","470637174332","  19.029","  35.114"," 3505"," 2000"," 3600"," 3888","  27.249"," 464.924"," 129.146","  22.548"," 374.524"," 104.034"," 97","0"," 89"," 97","   1.279","  34.417","   9.560","  45.000","    0","    0"
"22:05:38:056","470695998214","  19.049","  61.858"," 3441"," 1800"," 3700"," 3843","  35.501"," 465.643"," 129.345","  28.869"," 375.109"," 104.197"," 97","0"," 89","100","   2.227","  34.462","   9.573","  45.000","    0","    0"
"22:05:38:076","470754317866","  19.069","  27.687"," 3474"," 2300"," 3600"," 3882","  23.645"," 466.118"," 129.477","  18.737"," 375.485"," 104.301"," 93","0"," 87"," 97","   1.374","  34.489","   9.580","  45.000","    0","    0"
"22:05:38:096","470812488644","  19.089","  66.591"," 3340"," 1200"," 3600"," 3767","  32.615"," 466.771"," 129.659","  27.633"," 376.039"," 104.455"," 97","0"," 88"," 97","   2.675","  34.543","   9.595","  45.000","    0","    0"
"22:05:38:116","470870909392","  19.109","  52.617"," 3504"," 3400"," 3600"," 3900","  32.445"," 467.424"," 129.840","  27.187"," 376.586"," 104.607"," 95","0"," 90"," 99","   2.121","  34.586","   9.607","  45.000","    0","    0"
"22:05:38:136","470929340595","  19.130","  38.922"," 3488"," 2500"," 3600"," 3900","  28.362"," 467.995"," 129.999","  23.597"," 377.060"," 104.739"," 95","0"," 88"," 97","   2.014","  34.626","   9.618","  45.000","    0","    0"
"22:05:38:156","470987485405","  19.150","  77.874"," 3404"," 1500"," 3700"," 3794","  34.794"," 468.692"," 130.192","  29.606"," 377.653"," 104.904"," 96","0"," 88"," 99","   3.067","  34.688","   9.635","  45.000","    0","    0"
"22:05:38:176","471045593214","  19.170","  37.306"," 3484"," 2500"," 3600"," 3888","  28.597"," 469.264"," 130.351","  23.097"," 378.115"," 105.032"," 94","0"," 89"," 99","   1.864","  34.725","   9.646","  45.000","    0","    0"
"22:05:38:196","471103723615","  19.190","  60.570"," 3340"," 1200"," 3500"," 3740","  29.573"," 469.856"," 130.515","  24.783"," 378.611"," 105.170"," 96","0"," 86"," 99","   1.833","  34.762","   9.656","  45.000","    0","    0"
"22:05:38:218","471164836730","  19.211","  42.001"," 3302"," 1200"," 3900"," 3708","  29.447"," 470.475"," 130.688","  24.090"," 379.118"," 105.311"," 96","0"," 89"," 97","   2.094","  34.806","   9.668","  45.000","    0","    0"
"22:05:38:238","471223379914","  19.231","  24.386"," 3336"," 1200"," 3600"," 3671","  19.940"," 470.877"," 130.799","  15.713"," 379.435"," 105.399"," 93","0"," 85"," 97","   1.084","  34.828","   9.674","  45.000","    0","    0"
"22:05:38:258","471282002296","  19.251","  59.380"," 3500"," 3400"," 3700"," 3899","  36.261"," 471.609"," 131.003","  30.982"," 380.061"," 105.572"," 99","0"," 87","100","   1.578","  34.859","   9.683","  45.000","    0","    0"
"22:05:38:278","471340340573","  19.271","  29.077"," 3505"," 3400"," 3600"," 3900","  25.220"," 472.116"," 131.143","  20.469"," 380.472"," 105.687"," 98","0"," 86"," 99","   1.018","  34.880","   9.689","  45.000","    0","    0"
"22:05:38:298","471398608972","  19.291","  49.249"," 3492"," 3400"," 3500"," 3900","  35.818"," 472.835"," 131.343","  29.397"," 381.062"," 105.850"," 99","0"," 89","100","   1.947","  34.919","   9.700","  45.000","    0","    0"
"22:05:38:320","471462240724","  19.313","  19.542"," 3457"," 2300"," 3500"," 3849","  19.446"," 473.261"," 131.461","  15.072"," 381.392"," 105.942"," 92","0"," 88"," 99","   0.941","  34.940","   9.705","  45.000","    0","    0"
"22:05:38:340","471520496624","  19.333","  34.332"," 3472"," 1600"," 3700"," 3869","  26.166"," 473.786"," 131.607","  21.514"," 381.823"," 106.062"," 94","0"," 88"," 96","   1.862","  34.977","   9.716","  45.000","    0","    0"
"22:05:38:360","471579060233","  19.353","  31.072"," 3432"," 1400"," 3600"," 3866","  25.287"," 474.296"," 131.749","  19.391"," 382.214"," 106.171"," 93","0"," 87"," 95","   1.389","  35.005","   9.724","  45.000","    0","    0"
"22:05:38:380","471637649608","  19.373","  21.120"," 3469"," 2000"," 3600"," 3866","  20.556"," 474.710"," 131.864","  15.798"," 382.533"," 106.259"," 91","0"," 85"," 93","   1.198","  35.029","   9.730","  45.000","    0","    0"
"22:05:38:402","471699701070","  19.395","  73.793"," 3331"," 1200"," 3600"," 3751","  31.678"," 475.387"," 132.052","  27.319"," 383.117"," 106.421"," 97","0"," 84"," 97","   2.279","  35.078","   9.744","  45.000","    0","    0"
"22:05:38:422","471757802092","  19.415","  28.664"," 3498"," 2200"," 3700"," 3892","  26.196"," 475.911"," 132.198","  20.638"," 383.530"," 106.536"," 92","0"," 88"," 97","   1.785","  35.113","   9.754","  45.000","    0","    0"
"22:05:38:442","471816239762","  19.435","  42.726"," 3243"," 1200"," 3600"," 3690","  24.953"," 476.414"," 132.337","  20.525"," 383.943"," 106.651"," 93","0"," 86"," 94","   1.556","  35.145","   9.762","  45.000","    0","    0"
"22:05:38:463","471878251048","  19.456","  54.877"," 3259"," 1200"," 3700"," 3692","  29.306"," 477.039"," 132.511","  23.106"," 384.436"," 106.788"," 93","0"," 88"," 96","   2.029","  35.188","   9.774","  45.000","    0","    0"
"22:05:38:484","471937634055","  19.477","  28.770"," 3500"," 2400"," 3600"," 3890","  25.365"," 477.558"," 132.655","  21.064"," 384.867"," 106.908"," 94","0"," 87"," 95","   1.624","  35.221","   9.784","  45.000","    0","    0"
"22:05:38:504","471995915665","  19.497","  76.665"," 3233"," 1200"," 3700"," 3633","  33.027"," 478.221"," 132.839","  27.797"," 385.425"," 107.062"," 95","0"," 90"," 99","   2.314","  35.268","   9.797","  45.000","    0","    0"
"22:05:38:525","472058935472","  19.518","  31.206"," 3508"," 2600"," 3700"," 3900","  27.214"," 478.811"," 133.003","  21.609"," 385.894"," 107.193"," 97","0"," 87"," 97","   1.808","  35.307","   9.808","  45.000","    0","    0"
"22:05:38:545","472117026765","  19.538","  36.879"," 3388"," 1200"," 3500"," 3847","  25.319"," 479.318"," 133.144","  20.830"," 386.310"," 107.308"," 96","0"," 86"," 97","   1.437","  35.336","   9.815","  45.000","    0","    0"
"22:05:38:565","472175380270","  19.559","  34.457"," 3436"," 1700"," 3600"," 3836","  27.541"," 479.871"," 133.298","  22.830"," 386.769"," 107.436"," 96","0"," 87"," 96","   1.832","  35.373","   9.826","  45.000","    0","    0"
"22:05:38:587","472236986819","  19.580","  31.314"," 3441"," 2000"," 3500"," 3874","  25.951"," 480.422"," 133.451","  20.801"," 387.211"," 107.558"," 94","0"," 88"," 96","   2.103","  35.417","   9.838","  45.000","    0","    0"
"22:05:38:607","472295340115","  19.600","  31.014"," 3413"," 1800"," 3500"," 3845","  25.445"," 480.933"," 133.593","  20.011"," 387.613"," 107.670"," 94","0"," 88"," 96","   1.449","  35.446","   9.846","  45.000","    0","    0"
"22:05:38:627","472353695239","  19.620","  18.842"," 3461"," 2100"," 3700"," 3889","  18.768"," 481.310"," 133.697","  14.920"," 387.912"," 107.753"," 89","0"," 85"," 94","   0.948","  35.465","   9.851","  45.000","    0","    0"
"22:05:38:647","472411860976","  19.640","  62.798"," 3437"," 1200"," 3700"," 3833","  34.577"," 482.003"," 133.890","  28.358"," 388.480"," 107.911"," 97","0"," 85"," 97","   2.831","  35.522","   9.867","  45.000","    0","    0"
"22:05:38:667","472470139178","  19.660","  32.070"," 3034"," 1200"," 3700"," 3503","  21.712"," 482.439"," 134.011","  16.682"," 388.815"," 108.004"," 91","0"," 86"," 96","   1.417","  35.550","   9.875","  45.000","    0","    0"
"22:05:38:687","472528515158","  19.680","  42.721"," 3495"," 3400"," 3600"," 3900","  34.113"," 483.124"," 134.201","  28.359"," 389.385"," 108.163"," 98","0"," 85"," 98","   1.907","  35.589","   9.886","  45.000","    0","    0"
"22:05:38:708","472590619372","  19.702","  60.844"," 3501"," 3400"," 3700"," 3900","  34.094"," 483.853"," 134.404","  29.431"," 390.015"," 108.337"," 96","0"," 91","100","   2.540","  35.643","   9.901","  45.000","    0","    0"
"22:05:38:730","472652933309","  19.723","  22.718"," 3487"," 1800"," 3700"," 3835","  20.446"," 484.292"," 134.526","  15.530"," 390.348"," 108.430"," 94","0"," 86"," 96","   1.434","  35.674","   9.909","  45.000","    0","    0"
"22:05:38:752","472716108661","  19.745","  77.774"," 3172"," 1200"," 3500"," 3565","  31.684"," 484.981"," 134.717","  26.233"," 390.919"," 108.588"," 98","0"," 86"," 98","   2.191","  35.722","   9.923","  45.000","    0","    0"
"22:05:38:773","472779073169","  19.766","  20.770"," 3524"," 2700"," 3700"," 3888","  21.068"," 485.438"," 134.844","  16.102"," 391.268"," 108.685"," 95","0"," 85"," 97","   1.368","  35.751","   9.931","  45.000","    0","    0"
"22:05:38:794","472839828118","  19.787","  58.686"," 3435"," 1700"," 3600"," 3856","  31.344"," 486.094"," 135.026","  25.924"," 391.810"," 108.836"," 96","0"," 86"," 96","   2.363","  35.801","   9.945","  45.000","    0","    0"
"22:05:38:815","472899830856","  19.808","  41.811"," 3441"," 1700"," 3700"," 3857","  27.342"," 486.659"," 135.183","  23.254"," 392.291"," 108.970"," 95","0"," 89"," 97","   1.758","  35.837","   9.955","  45.000","    0","    0"
"22:05:38:835","472957998993","  19.828","  23.325"," 3456"," 2100"," 3600"," 3872","  23.359"," 487.127"," 135.313","  17.545"," 392.642"," 109.067"," 92","0"," 86"," 95","   1.268","  35.862","   9.962","  45.000","    0","    0"
"22:05:38:855","473016249629","  19.848","  52.462"," 3366"," 1200"," 3700"," 3758","  31.238"," 487.753"," 135.487","  25.450"," 393.152"," 109.209"," 94","0"," 86"," 96","   2.066","  35.904","   9.973","  45.000","    0","    0"
